date,precipitation,temp_max,temp_min,wind,weather,humidity,
2015-01-03,0.0,5.0,1.7,1.7,fog,52.33,
2015-01-04,10.2,10.6,3.3,4.5,rain,64.9,
2015-01-05,8.1,12.2,9.4,6.4,rain,64.76,
2015-01-06,0.0,12.2,6.1,1.3,fog,65.09,
2015-01-07,0.0,7.8,5.6,1.6,fog,78.09,
2015-01-08,0.0,7.8,1.7,2.6,fog,87.99,
2015-01-09,0.3,10.0,3.3,0.6,rain,86,
2015-01-10,5.8,7.8,6.1,0.5,rain,84,
2015-01-11,1.5,9.4,7.2,1.1,rain,33,
2015-01-12,0.0,11.1,4.4,1.6,fog,32,
2015-01-13,0.0,9.4,2.8,2.7,fog,54,
2015-01-14,0.0,6.1,0.6,2.8,fog,67,
2015-01-15,9.7,7.8,1.1,3.2,rain,75,
2015-01-16,0.0,11.7,5.6,4.5,fog,76.36,
2015-01-17,26.2,13.3,3.3,2.8,rain,78.05,
2015-01-18,21.3,13.9,7.2,6.6,rain,76.009,
2015-01-19,0.5,10.0,6.1,2.8,rain,82,
2015-01-20,0.0,10.0,3.3,3.0,fog,86,
2015-01-21,0.0,7.2,-0.5,1.3,fog,85,
2015-01-22,0.8,9.4,6.1,1.3,rain,87,
2015-01-23,5.8,12.2,8.3,2.6,rain,59,
2015-01-24,0.5,14.4,11.1,3.3,rain,83,
2015-01-25,0.0,17.2,7.2,1.4,fog,24,
2015-01-26,0.0,16.1,6.1,2.2,fog,75,
2015-01-27,0.8,11.1,8.3,2.0,rain,54,
2015-01-28,0.0,12.2,5.0,1.8,fog,64,
2015-01-29,0.0,12.2,3.3,2.9,sun,33,
2015-01-30,0.0,8.3,1.1,0.8,fog,24,
2015-01-31,0.0,7.2,3.3,1.9,fog,55.9,
2015-02-01,1.5,9.4,4.4,2.6,rain,57.5,
2015-02-02,7.4,11.1,5.0,4.0,rain,31,
2015-02-03,1.3,10.0,5.6,1.9,rain,23.78,
2015-02-04,8.4,10.6,4.4,1.7,rain,12.8,
2015-02-05,26.2,13.3,8.3,4.6,rain,53.88,
2015-02-06,17.3,14.4,10.0,4.5,rain,23,
2015-02-07,23.6,12.2,9.4,4.6,rain,24,
2015-02-08,3.6,15.0,8.3,3.9,rain,29.78,
2015-02-09,6.1,13.3,8.3,2.5,rain,34.78,
2015-02-10,0.3,12.8,8.3,4.0,rain,36.99,
2015-02-11,0.0,12.8,5.6,1.0,fog,37.76,
2015-02-12,1.0,16.7,9.4,2.1,rain,50.09,
2015-02-13,0.0,15.6,6.7,1.7,fog,51.98,
2015-02-14,0.3,14.4,6.7,2.9,rain,52.33,
2015-02-15,0.0,12.2,3.9,4.8,sun,64.9,
2015-02-16,0.0,15.0,5.6,6.6,fog,64.76,
2015-02-17,0.0,16.1,4.4,4.0,sun,65.09,
2015-02-18,0.0,12.2,4.4,2.6,sun,78.09,
2015-02-19,4.6,10.6,8.3,2.2,rain,87.99,
2015-02-20,0.8,11.1,7.2,0.9,rain,86,
2015-02-21,0.0,12.2,5.6,4.5,sun,84,
2015-02-22,0.0,11.7,3.3,4.2,sun,33,
2015-02-23,0.0,12.8,0.6,1.4,sun,32,
2015-02-24,0.0,11.1,2.2,1.5,sun,54,
2015-02-25,4.1,10.0,6.7,1.0,rain,67,
2015-02-26,9.4,11.7,7.8,1.4,rain,75,
2015-02-27,18.3,10.0,6.7,4.0,rain,76.36,
2015-02-28,0.0,12.2,3.3,5.1,sun,78.05,
2015-03-01,0.0,11.1,1.1,2.2,sun,76.009,
2015-03-02,0.0,11.1,4.4,4.8,sun,82,
2015-03-03,0.0,10.6,0.0,2.1,sun,86,
2015-03-04,0.0,12.8,-0.5,1.8,sun,85,
2015-03-05,0.0,13.3,2.8,1.3,sun,87,
2015-03-06,0.0,15.0,3.3,1.4,sun,59,
2015-03-07,0.0,16.7,3.9,2.7,fog,83,
2015-03-08,0.0,17.2,3.9,1.7,fog,24,
2015-03-09,0.0,14.4,4.4,1.8,fog,27,
2015-03-10,0.8,13.3,5.0,2.6,rain,28,
2015-03-11,2.5,14.4,8.9,3.1,rain,29,
2015-03-12,0.0,17.8,9.4,3.2,sun,30,
2015-03-13,2.0,17.2,7.8,2.2,rain,31,
2015-03-14,17.0,13.9,9.4,3.8,rain,32,
2015-03-15,55.9,10.6,6.1,4.2,rain,33,
2015-03-16,1.0,13.9,6.1,3.0,rain,34,
2015-03-17,0.8,13.3,4.4,2.6,rain,35,
2015-03-18,0.0,15.6,7.2,2.5,sun,36,
2015-03-19,0.0,15.6,8.3,1.9,sun,37,
2015-03-20,4.1,13.9,8.9,1.9,rain,38,
2015-03-21,3.8,13.3,8.3,4.7,rain,64,
2015-03-22,1.0,11.7,6.1,2.3,rain,33,
2015-03-23,8.1,11.1,5.6,2.8,rain,24,
2015-03-24,7.6,12.8,6.1,3.9,rain,55.9,
2015-03-25,5.1,14.4,7.2,4.4,rain,34,
2015-03-26,0.0,20.6,10.0,2.2,sun,34,
2015-03-27,1.0,18.3,8.9,4.0,rain,86.76,
2015-03-28,0.0,15.6,9.4,5.7,sun,86.78,
2015-03-29,0.0,15.6,8.9,3.0,sun,89.23,
2015-03-30,1.8,17.8,10.6,2.9,rain,83.45,
2015-03-31,1.0,12.8,6.1,4.2,rain,97,
2015-04-01,5.1,12.8,5.6,3.2,rain,93,
2015-04-02,0.0,13.3,5.6,2.4,sun,94,
2015-04-03,1.5,11.1,5.0,3.6,rain,86.09,
2015-04-04,0.0,12.8,3.9,1.7,sun,84.456,
2015-04-05,0.0,16.7,2.8,2.4,sun,87.66,
2015-04-06,1.0,13.9,6.7,3.5,rain,23.45,
2015-04-07,0.5,14.4,6.7,3.9,rain,27.77,
2015-04-08,0.0,17.2,6.1,1.7,sun,34.67,
2015-04-09,0.0,17.2,6.1,2.3,sun,38.56,
2015-04-10,10.9,13.9,7.8,4.6,rain,37.56,
2015-04-11,0.0,11.7,5.6,6.5,sun,39.77,
2015-04-12,0.0,13.3,5.6,3.6,sun,76.36,
2015-04-13,14.0,11.7,3.9,3.6,rain,78.05,
2015-04-14,3.3,11.7,2.8,3.3,rain,76.009,
2015-04-15,0.0,13.9,3.3,2.4,sun,82,
2015-04-16,0.0,17.8,3.9,3.1,sun,86,
2015-04-17,0.0,18.9,6.1,3.6,sun,85,
2015-04-18,0.0,18.9,8.3,3.9,sun,87,
2015-04-19,0.0,21.1,8.3,3.6,sun,59,
2015-04-20,0.0,22.8,7.8,2.6,sun,83,
2015-04-21,5.6,17.2,6.7,3.4,rain,24,
2015-04-22,0.0,15.6,5.0,2.3,sun,27,
2015-04-23,3.0,12.2,6.7,4.1,rain,28,
2015-04-24,3.3,12.2,6.1,5.0,rain,29,
2015-04-25,1.3,13.3,5.6,3.0,rain,30,
2015-04-26,0.0,15.6,4.4,2.7,fog,31,
2015-04-27,0.3,25.0,10.6,2.3,rain,32,
2015-04-28,1.8,15.6,8.9,4.3,rain,33,
2015-04-29,0.0,16.1,7.2,4.7,sun,34,
2015-04-30,0.0,17.2,7.8,2.1,sun,35,
2015-05-01,0.0,18.3,8.9,3.7,sun,36,
2015-05-02,0.0,18.3,7.8,3.7,sun,37,
2015-05-03,0.0,20.6,7.8,2.6,sun,38,
2015-05-04,0.0,17.2,7.2,5.2,sun,64,
2015-05-05,6.1,14.4,7.2,5.1,rain,33,
2015-05-06,0.0,16.7,7.2,2.6,fog,24,
2015-05-07,0.0,20.6,6.1,3.0,sun,55.9,
2015-05-08,0.0,23.9,8.3,3.0,sun,34,
2015-05-09,0.0,26.7,9.4,2.6,sun,34,
2015-05-10,0.0,19.4,11.1,2.8,sun,86.76,
2015-05-11,0.0,13.9,10.0,2.5,fog,86.78,
2015-05-12,4.3,15.6,10.6,3.3,rain,89.23,
2015-05-13,4.1,12.2,10.0,2.8,rain,83.45,
2015-05-14,0.3,17.8,9.4,2.0,rain,97,
2015-05-15,0.0,20.0,9.4,2.8,fog,93,
2015-05-16,0.0,15.6,11.1,3.0,sun,94,
2015-05-17,0.0,19.4,10.6,2.1,sun,86.09,
2015-05-18,0.0,25.6,12.2,3.0,sun,84.456,
2015-05-19,0.0,21.7,11.7,2.6,sun,87.66,
2015-05-20,0.0,23.3,10.6,1.8,fog,23.45,
2015-05-21,0.0,25.6,11.7,2.1,sun,27.77,
2015-05-22,0.0,16.7,11.7,3.7,sun,34.67,
2015-05-23,0.0,16.1,11.7,2.6,sun,38.56,
2015-05-24,0.0,17.8,11.1,2.7,sun,37.56,
2015-05-25,0.0,15.6,11.1,2.7,sun,39.77,
2015-05-26,0.0,21.7,11.7,2.1,sun,34,
2015-05-27,0.0,24.4,11.7,1.8,sun,66,
2015-05-28,0.0,27.8,12.2,2.1,sun,45,
2015-05-29,0.0,26.1,12.8,2.5,sun,88,
2015-05-30,0.0,22.8,10.0,2.5,sun,67,
2015-05-31,0.0,25.0,11.7,2.2,sun,46,
2015-06-01,4.6,16.1,11.7,3.4,rain,33,
2015-06-02,0.5,17.8,12.8,5.0,rain,45,
2015-06-03,0.0,20.0,11.7,3.0,sun,86,
2015-06-04,0.0,22.8,11.7,3.9,sun,55,
2015-06-05,0.0,26.7,12.8,4.3,sun,54,
2015-06-06,0.0,29.4,13.3,2.6,sun,54,
2015-06-07,0.0,31.1,15.6,3.2,sun,65,
2015-06-08,0.0,30.6,14.4,3.5,sun,33,
2015-06-09,0.0,28.9,14.4,2.7,sun,64,
2015-06-10,0.0,25.6,11.1,3.0,sun,24,
2015-06-11,0.0,24.4,11.1,3.5,sun,35,
2015-06-12,0.0,20.0,11.7,2.3,sun,26,
2015-06-13,0.0,23.9,9.4,2.6,sun,45,
2015-06-14,0.0,27.8,11.7,3.7,sun,56,
2015-06-15,0.0,30.0,16.1,3.5,drizzle,52,
2015-06-16,0.0,22.8,11.1,3.0,sun,67,
2015-06-17,0.0,25.0,11.1,3.1,sun,85,
2015-06-18,0.0,24.4,13.9,3.0,sun,25,
2015-06-19,0.5,23.9,13.3,3.2,rain,98,
2015-06-20,0.0,25.0,12.8,4.3,sun,24,
2015-06-21,0.0,25.6,13.9,3.4,sun,66,
2015-06-22,0.0,25.0,12.8,2.4,sun,44,
2015-06-23,0.0,26.1,11.7,2.4,sun,54,
2015-06-24,0.0,25.6,16.1,2.6,sun,55,
2015-06-25,0.0,30.6,15.6,3.0,sun,77,
2015-06-26,0.0,31.7,17.8,4.7,sun,94,
2015-06-27,0.0,33.3,17.2,3.9,sun,90,
2015-06-28,0.3,28.3,18.3,2.1,rain,64,
2015-06-29,0.0,28.9,17.2,2.7,sun,64,
2015-06-30,0.0,30.6,15.0,3.4,fog,75,
2015-07-01,0.0,32.2,17.2,4.3,sun,79,
2015-07-02,0.0,33.9,17.8,3.4,sun,4123,
2015-07-03,0.0,33.3,17.8,2.6,sun,23,
2015-07-04,0.0,33.3,15.0,2.9,sun,15,
2015-07-05,0.0,32.8,16.7,2.1,sun,443,
2015-07-06,0.0,29.4,15.6,3.2,drizzle,38,
2015-07-07,0.0,27.2,13.9,2.4,sun,34,
2015-07-08,0.0,30.0,14.4,1.9,drizzle,35,
2015-07-09,0.0,28.9,14.4,3.4,sun,36,
2015-07-10,0.0,21.1,16.7,3.7,sun,64,
2015-07-11,0.0,22.2,16.7,3.0,sun,62.4,
2015-07-12,0.0,26.1,16.7,2.2,sun,55,
2015-07-13,0.0,25.6,16.1,3.1,sun,45,
2015-07-14,0.0,27.8,16.1,3.3,sun,34,
2015-07-15,0.0,26.1,14.4,3.2,sun,56,
2015-07-16,0.0,26.1,15.0,2.8,sun,75,
2015-07-17,0.0,27.8,13.9,3.3,sun,54,
2015-07-18,0.0,33.3,17.8,3.4,sun,64,
2015-07-19,0.0,35.0,17.2,3.3,sun,33,
2015-07-20,0.0,26.7,16.7,3.9,sun,24,
2015-07-21,0.0,23.9,15.0,2.4,sun,55.9,
2015-07-22,0.0,23.9,13.9,2.8,sun,57.5,
2015-07-23,0.0,26.1,14.4,1.9,sun,31,
2015-07-24,0.3,22.8,13.3,3.8,rain,23.78,
2015-07-25,0.0,21.1,14.4,2.4,fog,12.8,
2015-07-26,2.0,22.2,13.9,2.6,rain,53.88,
2015-07-27,0.0,23.3,12.2,1.9,fog,23,
2015-07-28,0.0,27.8,13.9,3.4,sun,24,
2015-07-29,0.0,32.2,14.4,3.8,sun,29.78,
2015-07-30,0.0,34.4,17.2,3.5,sun,34.78,
2015-07-31,0.0,34.4,17.8,2.6,sun,36.99,
2015-08-01,0.0,33.3,15.6,3.1,sun,37.76,
2015-08-02,0.0,30.6,16.1,2.0,sun,50.09,
2015-08-03,0.0,28.3,17.2,2.3,sun,51.98,
2015-08-04,0.0,26.1,14.4,2.6,fog,52.33,
2015-08-05,0.0,23.3,12.2,3.5,sun,64.9,
2015-08-06,0.0,25.0,15.0,2.9,sun,64.76,
2015-08-07,0.0,28.3,15.6,3.7,sun,65.09,
2015-08-08,0.0,25.0,15.6,3.6,fog,78.09,
2015-08-09,0.0,28.3,15.0,2.2,sun,87.99,
2015-08-10,0.0,28.9,16.1,2.4,sun,86,
2015-08-11,0.0,30.0,16.7,4.4,sun,84,
2015-08-12,7.6,28.3,16.7,2.7,rain,33,
2015-08-13,0.0,28.3,15.6,2.2,sun,32,
2015-08-14,30.5,18.3,15.0,5.2,rain,54,
2015-08-15,0.0,21.7,13.9,3.7,sun,67,
2015-08-16,0.0,25.0,14.4,3.7,sun,75,
2015-08-17,0.0,27.2,13.9,3.0,sun,76.36,
2015-08-18,0.0,30.0,15.0,3.0,sun,78.05,
2015-08-19,0.0,31.7,16.1,2.1,drizzle,76.009,
2015-08-20,2.0,22.8,14.4,4.2,rain,82,
2015-08-21,0.0,22.2,14.4,2.6,sun,86,
2015-08-22,0.0,26.7,12.2,2.5,drizzle,85,
2015-08-23,0.0,27.8,13.9,1.8,drizzle,87,
2015-08-24,0.0,23.9,12.2,2.3,sun,59,
2015-08-25,0.0,25.6,12.2,3.4,sun,83,
2015-08-26,0.0,28.3,13.9,1.7,sun,24,
2015-08-27,0.0,29.4,14.4,2.1,sun,27,
2015-08-28,0.5,23.3,15.6,2.6,rain,28,
2015-08-29,32.5,22.2,13.3,5.8,rain,29,
2015-08-30,10.2,20.0,12.8,4.7,rain,30,
2015-08-31,0.0,18.9,16.1,5.8,sun,31,
2015-09-01,5.8,19.4,13.9,5.0,rain,32,
2015-09-02,0.0,19.4,11.1,3.8,sun,33,
2015-09-03,0.0,18.3,10.6,2.9,sun,34,
2015-09-04,0.0,18.3,10.0,2.9,sun,35,
2015-09-05,0.3,20.6,8.9,3.5,rain,36,
2015-09-06,5.3,16.1,11.7,2.4,rain,37,
2015-09-07,0.3,21.1,13.3,1.5,rain,38,
2015-09-08,0.0,22.8,13.3,2.4,sun,64,
2015-09-09,0.0,24.4,13.9,3.3,sun,26,
2015-09-10,0.0,25.0,14.4,3.6,fog,96,
2015-09-11,0.0,27.2,15.0,3.1,sun,85,
2015-09-12,0.0,26.7,14.4,2.1,sun,67,
2015-09-13,0.5,20.6,12.8,3.0,rain,85,
2015-09-14,0.0,16.7,10.6,3.4,sun,25,
2015-09-15,0.0,17.8,10.0,2.8,sun,98,
2015-09-16,1.0,20.0,10.0,1.9,rain,24,
2015-09-17,1.8,18.3,12.8,3.8,rain,66,
2015-09-18,0.0,19.4,12.8,2.6,sun,44,
2015-09-19,0.0,21.1,14.4,4.3,sun,54,
2015-09-20,4.1,22.8,12.2,6.8,rain,55,
2015-09-21,0.0,18.3,9.4,2.7,fog,77,
2015-09-22,0.0,18.9,7.8,2.0,sun,94,
2015-09-23,0.0,20.6,8.3,1.8,sun,90,
2015-09-24,0.0,22.2,11.1,2.5,fog,64,
2015-09-25,2.0,15.6,12.8,2.6,rain,64,
2015-09-26,0.0,18.3,10.0,2.7,sun,75,
2015-09-27,0.0,17.8,7.2,3.8,sun,79,
2015-09-28,0.0,21.1,9.4,5.1,sun,4123,
2015-09-29,0.0,21.7,8.9,1.9,sun,23,
2015-09-30,0.0,18.3,10.0,1.3,fog,15,
2015-10-01,0.0,21.1,9.4,1.3,fog,443,
2015-10-02,0.0,15.6,10.0,2.9,fog,38,
2015-10-03,0.0,19.4,11.1,4.8,sun,34,
2015-10-04,0.0,22.8,10.0,3.7,sun,35,
2015-10-05,0.0,23.3,9.4,1.6,sun,36,
2015-10-06,0.0,18.3,10.0,2.6,drizzle,64,
2015-10-07,9.9,16.1,13.9,2.2,rain,62.4,
2015-10-08,0.0,18.9,13.3,1.1,fog,55,
2015-10-09,0.3,19.4,12.2,2.6,rain,45,
2015-10-10,28.7,21.1,13.3,4.7,rain,34,
2015-10-11,0.0,17.8,10.6,2.6,sun,56,
2015-10-12,4.6,18.3,10.6,2.8,rain,75,
2015-10-13,1.3,16.7,9.4,3.2,rain,54,
2015-10-14,0.0,15.0,10.0,5.0,fog,64,
2015-10-15,0.0,21.1,9.4,3.4,fog,33,
2015-10-16,0.0,20.0,8.9,1.3,sun,24,
2015-10-17,0.3,19.4,11.7,1.3,rain,55.9,
2015-10-18,3.8,15.0,12.8,2.0,rain,57.5,
2015-10-19,0.3,17.2,12.2,2.6,rain,31,
2015-10-20,0.0,17.8,10.6,1.8,fog,23.78,
2015-10-21,0.0,16.1,8.3,1.3,fog,12.8,
2015-10-22,0.0,16.1,8.9,2.7,fog,53.88,
2015-10-23,0.0,12.8,7.2,2.6,fog,23,
2015-10-24,0.0,15.0,8.9,2.9,fog,24,
2015-10-25,8.9,19.4,8.9,3.4,rain,29.78,
2015-10-26,6.9,12.2,10.0,4.6,rain,34.78,
2015-10-27,0.0,16.1,7.8,1.7,fog,36.99,
2015-10-28,3.3,13.9,11.1,2.8,rain,37.76,
2015-10-29,1.8,15.0,12.2,4.7,rain,50.09,
2015-10-30,19.3,17.2,11.7,6.7,rain,51.98,
2015-10-31,33.0,15.6,11.7,7.2,rain,52.33,
2015-11-01,26.2,12.2,8.9,6.0,rain,64.9,
2015-11-02,0.3,11.1,7.2,2.8,rain,64.76,
2015-11-03,0.8,10.6,5.0,1.4,rain,65.09,
2015-11-04,0.0,10.0,3.3,2.2,sun,78.09,
2015-11-05,1.3,11.7,7.8,2.3,rain,87.99,
2015-11-06,0.0,15.6,8.3,2.7,fog,86,
2015-11-07,12.7,12.2,9.4,3.0,rain,84,
2015-11-08,6.6,11.1,7.8,1.8,rain,33,
2015-11-09,3.3,10.0,5.0,1.3,rain,32,
2015-11-10,1.3,11.1,3.9,3.9,rain,54,
2015-11-11,1.5,11.1,6.1,4.6,rain,67,
2015-11-12,9.9,11.1,5.0,5.1,rain,75,
2015-11-13,33.5,13.3,9.4,6.5,rain,76.36,
2015-11-14,47.2,9.4,6.1,4.5,rain,78.05,
2015-11-15,22.4,8.9,2.2,4.1,rain,76.009,
2015-11-16,2.0,8.9,1.7,4.0,rain,82,
2015-11-17,29.5,13.3,6.7,8.0,rain,86,
2015-11-18,1.5,8.9,3.3,3.8,rain,85,
2015-11-19,2.0,8.9,2.8,4.2,rain,87,
2015-11-20,0.0,8.3,0.6,4.0,fog,59,
2015-11-21,0.0,8.9,0.6,4.7,sun,83,
2015-11-22,0.0,10.0,1.7,3.1,fog,24,
2015-11-23,3.0,6.7,0.0,1.3,rain,27,
2015-11-24,7.1,6.7,2.8,4.5,rain,28,
2015-11-25,0.0,7.2,0.0,5.7,sun,67,
2015-11-26,0.0,9.4,-1.0,4.3,sun,85,
2015-11-27,0.0,9.4,-1.6,3.0,sun,25,
2015-11-28,0.0,7.2,-2.7,1.0,sun,98,
2015-11-29,0.0,1.7,-2.1,0.9,fog,24,
2015-11-30,0.5,5.6,-3.8,1.7,rain,66,
2015-12-01,12.2,10.0,3.9,3.5,rain,44,
2015-12-02,2.5,10.6,4.4,5.0,rain,54,
2015-12-03,12.7,15.6,7.8,5.9,rain,55,
2015-12-04,2.0,10.6,6.1,4.7,rain,77,
2015-12-05,15.7,10.0,6.1,4.0,rain,94,
2015-12-06,11.2,12.8,7.2,5.9,rain,90,
2015-12-07,27.4,11.1,8.3,3.4,rain,64,
2015-12-08,54.1,15.6,10.0,6.2,rain,64,
2015-12-09,13.5,12.2,7.8,6.3,rain,75,
2015-12-10,9.4,11.7,6.1,7.5,rain,79,
2015-12-11,0.3,9.4,4.4,2.8,rain,4123,
2015-12-12,16.0,8.9,5.6,5.6,rain,23,
2015-12-13,1.3,7.8,6.1,6.1,rain,15,
2015-12-14,0.0,7.8,1.7,1.7,sun,443,
2015-12-15,1.5,6.7,1.1,2.9,rain,38,
2015-12-16,3.6,6.1,2.8,2.3,rain,34,
2015-12-17,21.8,6.7,3.9,6.0,rain,35,
2015-12-18,18.5,8.9,4.4,5.1,rain,36,
2015-12-19,0.0,8.3,2.8,4.1,fog,64,
2015-12-20,4.3,7.8,4.4,6.7,rain,62.4,
2015-12-21,27.4,5.6,2.8,4.3,rain,55,
2015-12-22,4.6,7.8,2.8,5.0,rain,45,
2015-12-23,6.1,5.0,2.8,7.6,rain,34,
2015-12-24,2.5,5.6,2.2,4.3,rain,56,
2015-12-25,5.8,5.0,2.2,1.5,rain,75,
2015-12-26,0.0,4.4,0.0,2.5,sun,54,
2015-12-27,8.6,4.4,1.7,2.9,rain,64,
2015-12-28,1.5,5.0,1.7,1.3,rain,33,
2015-12-29,0.0,7.2,0.6,2.6,fog,24,
2015-12-30,0.0,5.6,-1.0,3.4,sun,55.9,
2015-12-31,0.0,5.6,-2.1,3.5,sun,57.5,
,,,,,,31,
,,,,,,23.78,
,,,,,,12.8,
,,,,,,53.88,
,,,,,,23,
,,,,,,24,
,,,,,,29.78,
,,,,,,34.78,
,,,,,,36.99,
,,,,,,37.76,
,,,,,,50.09,
,,,,,,51.98,
,,,,,,52.33,
,,,,,,64.9,
,,,,,,64.76,
,,,,,,65.09,
,,,,,,78.09,
,,,,,,87.99,
,,,,,,86,
,,,,,,84,
,,,,,,33,
,,,,,,32,
,,,,,,54,
,,,,,,67,
,,,,,,75,
,,,,,,76.36,
,,,,,,78.05,
,,,,,,76.009,
,,,,,,82,
,,,,,,86,
,,,,,,85,
,,,,,,87,
,,,,,,59,
,,,,,,83,
,,,,,,24,
,,,,,,27,
,,,,,,28,
